anomes_abt,id_cliente,nome,idade,tempo_de_conta_em_anos,segmento,att_vinculo_empregaticio,vinculo_empregaticio,salario_estimado,saldo_em_conta,reng_ult_3_meses,contato_ult_3meses,qtd_contratos_em_atraso,saldo_em_atraso,combo_produtos_em_atraso,maior_atraso,renegociou_no_mes_seguinte
202302,524410834,Anna Liz Casa Grande,27,8,IP,0,Empregado,23593.532733329,7777.547430787873,0,0,2,46737.412559911405,"CARTAO, IMOBILIARIO",79,0
202302,163062582,Ester Vargas,48,30,IU,0,Desempregado,0.0,271.0063998006239,0,0,5,38823.141900693845,"CARTAO, VEICULO",27,0
202306,578960771,Francisco Gonçalves,44,26,IA,0,Empregado,2617.960196662735,684.546124489946,0,0,1,5366.072865862388,"CARTAO, IMOBILIARIO",88,1
202304,949326796,Enzo Gabriel Teixeira,32,15,IA,0,Desempregado,0.0,13.39435822497359,0,0,1,38068.840665346775,CARTAO,9,0
202304,549537843,Srta. Camila da Conceição,33,15,IA,0,Autônomo,17529.505809278708,10014.475620568086,0,0,5,37426.43165568176,"IMOBILIARIO, VEICULO",41,0
202306,376631705,Srta. Maitê Vasconcelos,27,9,IP,1,Desempregado,0.0,770.9566290878782,0,1,1,48628.15200118579,CARTAO,84,0
202305,549256884,José Pedro Andrade,37,19,IU,0,Empregado,17386.617993683947,4862.34911008307,0,1,4,40916.355597949936,"CARTAO, VEICULO, IMOBILIARIO",104,0
202302,831416487,Maria Julia Pimenta,27,9,IU,0,Empregado,,,0,0,2,1087.4287684615474,"CARTAO, VEICULO, IMOBILIARIO",86,1
202303,521761287,Alexia Melo,31,13,IU,0,Desempregado,0.0,950.6220605966672,0,0,2,4278.735390744208,"IMOBILIARIO, CARTAO, VEICULO",22,0
202301,443257763,Srta. Yasmin Pimenta,24,6,IA,0,Empregado,,,0,1,4,2346.82009888872,"VEICULO, IMOBILIARIO",108,1
202306,725711439,Bárbara Teixeira,21,3,IU,0,Empregado,17342.585014521857,2576.449871330143,0,0,2,27777.219016393938,VEICULO,44,0
202304,777268327,Sra. Nicole Barbosa,41,23,IU,0,Empregado,16137.45120374246,2374.467918864281,0,0,4,46399.9322701458,"VEICULO, CARTAO, IMOBILIARIO",86,0
202302,325205711,Enzo Gabriel Pereira,25,7,IA,0,Desempregado,0.0,693.5508379323169,0,0,4,43029.84304037876,"VEICULO, CARTAO",61,0
202304,607001451,Arthur Teixeira,28,10,IP,0,Empregado,22970.73094352832,7583.229578407825,1,1,5,6972.9968379969205,IMOBILIARIO,48,1
202301,908668969,Igor Castro,65,48,IA,0,Empregado,8866.517940559104,1547.9169178118034,0,0,1,47178.42272106541,"CARTAO, VEICULO",53,0
202302,350014649,Rael Costela,63,45,IA,0,Empregado,5640.431692034232,2057.3264653523697,0,0,2,1515.6343217630042,"CARTAO, VEICULO",30,1
202306,574748306,Sr. Pedro Henrique Câmara,40,22,IP,0,Empregado,28581.76167379701,10977.904772942316,0,1,5,23202.370199479978,"CARTAO, IMOBILIARIO",108,0
202302,902888834,Arthur Miguel Albuquerque,47,29,IU,1,Empregado,18506.80670384341,6071.135162344904,0,1,2,17808.006979583326,"IMOBILIARIO, CARTAO",61,0
202306,609874021,Ana Lívia Pereira,20,2,IP,0,Desempregado,0.0,123.08034482056485,1,1,4,35944.738993443214,"CARTAO, VEICULO",96,0
202304,114669009,Ester Vieira,46,29,IA,0,Empregado,9352.747809057284,3472.037761514357,0,0,4,45724.48667862659,"CARTAO, IMOBILIARIO",103,0
202304,221411785,Joana da Conceição,52,34,IU,0,Empregado,17161.70619975898,2643.003638354474,0,0,1,28102.954971137755,CARTAO,4,1
202303,351184235,Letícia Aragão,30,12,IP,0,Desempregado,0.0,812.8395656941356,0,0,4,32504.277825786696,"IMOBILIARIO, CARTAO",74,0
202304,296511221,Heloisa Pires,28,11,IP,0,Empregado,26754.71069819877,5296.385875128843,1,1,4,15259.355701878456,"IMOBILIARIO, CARTAO",109,0
202306,210212429,Laura Guerra,42,24,IP,0,Empregado,28505.57907876907,3861.6052582740754,0,0,1,22131.034808893623,"IMOBILIARIO, CARTAO",11,1
202301,846884761,Leonardo Pacheco,31,13,IA,1,Desempregado,,619.2506922193497,0,0,5,11206.484814516742,"IMOBILIARIO, CARTAO",12,0
202303,629908599,Davi Luiz Cassiano,56,38,IA,0,Empregado,7038.545618373104,2056.2673489817143,0,1,2,33925.091680682344,IMOBILIARIO,69,0
202304,958991748,Bella Cavalcante,25,7,IA,0,Empregado,6170.85634798472,926.8371585319416,0,0,1,44199.981092566406,"IMOBILIARIO, VEICULO",38,0
202305,714296942,Ravi Sá,47,29,IA,0,Empregado,,,1,1,5,19123.37672942728,VEICULO,87,0
202303,715555090,Isabela Fernandes,42,24,IU,0,Empregado,11612.853229245386,4118.813161013306,0,0,5,49522.073564238126,"IMOBILIARIO, VEICULO",24,0
202304,231706467,Felipe Viana,41,23,IU,1,Empregado,16919.041269899106,5394.115631917282,1,1,4,10691.708545071308,VEICULO,65,0
202301,524767500,Carolina da Rosa,30,12,IA,0,Empregado,2656.639610983549,543.5040432861723,0,0,5,18949.050129689243,"VEICULO, CARTAO, IMOBILIARIO",60,1
202303,868596889,Sra. Mirella Camargo,37,19,IA,0,Empregado,9898.792039049791,1479.871825442024,0,0,2,15535.9067961129,"IMOBILIARIO, CARTAO",115,0
202301,765074180,Dr. Alexandre Albuquerque,56,38,IA,0,Empregado,9113.369210045548,2006.0930258730875,1,0,2,30880.811371201133,"VEICULO, IMOBILIARIO",110,0
202303,841688682,Dra. Camila da Paz,27,9,IU,0,Empregado,14398.044307922672,4978.651061966818,0,0,3,43780.65784503824,VEICULO,64,0
202305,913873212,Aurora Macedo,26,7,IU,0,Desempregado,,335.7469081102753,1,0,4,31123.85723241224,IMOBILIARIO,12,0
202306,428814523,Dr. Pedro Moreira,58,40,IA,0,Empregado,3426.8912406469826,718.6816801410416,0,1,3,28680.673490940644,"IMOBILIARIO, CARTAO",90,0
202304,453090727,Sra. Emilly Barbosa,32,14,IU,0,Desempregado,0.0,968.0296193920132,0,0,2,15577.332374289075,CARTAO,12,0
202303,753747953,Asafe Andrade,38,20,IP,0,Desempregado,0.0,139.65720838722427,1,0,5,6917.571169407504,CARTAO,88,0
202306,953981076,Srta. Nicole Câmara,36,18,IP,0,Empregado,26816.442922563376,9726.979308207285,0,1,2,14162.137622084509,VEICULO,87,0
202305,179443187,Caleb Gomes,68,50,IA,0,Empregado,5740.030068186038,1291.5265294411693,0,0,1,11643.411530010077,"VEICULO, CARTAO",66,0
202301,212987932,Arthur Aparecida,52,33,IA,0,Desempregado,0.0,240.6849040168091,0,0,1,6917.74984429014,"CARTAO, IMOBILIARIO, VEICULO",24,0
202306,544338175,José Miguel Barbosa,30,12,IA,0,Desempregado,0.0,79.8180638073811,0,0,2,34767.619296977355,IMOBILIARIO,73,0
202305,932544766,Nicole Costa,22,4,IA,0,Empregado,,,0,0,3,32350.69142410367,"CARTAO, VEICULO",110,0
202306,766659283,Caleb Farias,53,35,IA,0,Desempregado,0.0,565.8783851010553,0,0,3,21722.69336990881,"IMOBILIARIO, CARTAO, VEICULO",46,0
202302,979472730,Srta. Maitê Oliveira,64,46,IP,0,Desempregado,0.0,598.6520827683028,0,0,5,22708.26114573957,"IMOBILIARIO, CARTAO, VEICULO",11,1
202302,677432247,Maria Julia da Mota,30,12,IA,0,Desempregado,0.0,115.47727861768342,0,0,4,45773.170352466,"IMOBILIARIO, VEICULO, CARTAO",114,0
202301,780242454,Benjamin Novais,25,6,IA,0,Empregado,4429.250655062335,1119.566781449149,1,1,1,19611.95737135165,"CARTAO, IMOBILIARIO, VEICULO",52,1
202303,787000175,Manuela Araújo,66,48,IA,0,Empregado,9646.82934592291,1973.6201871710452,0,0,2,28128.81105194134,IMOBILIARIO,17,1
202306,829947846,Antônio da Mota,66,48,IU,0,Empregado,19146.45254657145,7179.366237250227,1,0,3,12235.933619974256,"CARTAO, VEICULO, IMOBILIARIO",56,1
202301,386572016,Eduardo Freitas,33,15,IA,0,Empregado,7554.472675942557,1739.562139065132,0,0,2,16639.884162523937,VEICULO,67,0
202303,969737332,Dr. Samuel Borges,29,11,IA,0,Empregado,5708.285950335392,1146.4397510474307,0,0,2,49501.79081595573,CARTAO,3,0
202305,719551493,Maria Helena Pereira,29,11,IA,0,Autônomo,27477.62040064388,8918.420441606751,0,0,1,44790.559765626575,"CARTAO, IMOBILIARIO",109,0
202305,257989915,Sr. Danilo Novaes,69,51,IA,0,Empregado,9903.008833288755,1148.3358090049064,0,0,5,1732.1511993459224,"IMOBILIARIO, CARTAO, VEICULO",54,0
202304,143992952,Thomas da Mata,54,36,IA,0,Empregado,7142.503531594146,1256.3006521224925,1,0,2,26275.4083722988,"VEICULO, IMOBILIARIO, CARTAO",51,0
202304,391726791,Marina da Costa,32,15,IU,0,Desempregado,0.0,845.1477596278766,0,0,5,22256.71988053392,"IMOBILIARIO, CARTAO, VEICULO",110,0
202304,193361012,Bryan Abreu,67,49,IU,0,Desempregado,0.0,623.034066176505,0,0,4,30130.372895514687,CARTAO,44,0
202305,402495400,Ayla Sampaio,34,16,IA,0,Empregado,8985.450983488105,2266.757537724406,0,0,1,22555.775827819645,IMOBILIARIO,16,1
202303,909950008,Sr. Carlos Eduardo Aragão,52,34,IP,1,Desempregado,0.0,126.59270448767067,0,0,3,41751.84732440672,CARTAO,82,0
202303,339482325,Diogo Pacheco,64,46,IA,1,Empregado,6794.915801787995,1569.420326956791,0,1,5,22202.35180611226,"CARTAO, IMOBILIARIO",120,1
202302,851560087,Sr. Otávio da Mota,28,9,IA,0,Empregado,2393.140282097768,708.1341136837267,1,1,1,27804.146757429324,"IMOBILIARIO, CARTAO, VEICULO",54,0
202301,984412594,Liam Nunes,37,19,IP,0,Empregado,23798.622442617765,7016.004472042295,1,0,4,12613.214002631736,VEICULO,88,0
202302,260399772,Isis Cavalcante,20,2,IU,0,Empregado,13322.587440412495,4570.62705722751,0,0,3,30185.35791973752,"CARTAO, IMOBILIARIO, VEICULO",27,1
202302,632479507,Olívia Sousa,68,50,IA,0,Desempregado,0.0,996.1853074367332,0,0,4,46172.2244437916,"VEICULO, CARTAO, IMOBILIARIO",91,0
202301,702752744,Cauê Cavalcanti,32,14,IA,0,Desempregado,0.0,720.4310804268157,0,0,1,1700.3718810813211,"IMOBILIARIO, CARTAO",94,0
202304,936590144,Melissa Moreira,61,43,IU,0,Empregado,10882.942084680566,3143.430172192297,1,1,2,23977.04924967314,"VEICULO, IMOBILIARIO",33,1
202301,570696149,Arthur da Cunha,64,46,IA,0,Empregado,5828.612160291894,2237.5112276740765,0,0,5,32521.578895083552,"IMOBILIARIO, CARTAO",11,1
202301,124840763,Henry Rios,39,21,IU,0,Desempregado,0.0,766.3667895219503,1,1,4,42664.28528130335,"VEICULO, CARTAO",29,0
202301,376026407,Luiz Fernando Jesus,27,9,IP,0,Empregado,29517.41220313018,11033.978579760244,0,0,4,14343.392310291638,VEICULO,116,0
202303,525751796,Pedro Lucas Sousa,66,48,IU,0,Empregado,19205.44478410436,6858.003392124898,1,0,1,8735.369074999602,IMOBILIARIO,85,1
202302,879694694,Letícia Azevedo,33,15,IP,0,Autônomo,24760.84236260388,23431.99192774346,1,0,4,18580.75723898784,"VEICULO, IMOBILIARIO",21,1
202302,334077422,Theo da Cunha,44,26,IA,0,Empregado,6521.323023206819,1829.427578413749,1,0,5,24441.49235453061,IMOBILIARIO,7,1
202304,310586614,Otto Andrade,27,8,IU,0,Empregado,15295.8494630458,2763.9987457510624,1,0,3,35576.99998608778,CARTAO,101,0
202301,131750706,Maria Julia da Mota,18,0,IU,0,Empregado,17270.95159443352,2655.468057577761,0,0,1,49509.32071459118,VEICULO,9,0
202301,397026453,Benjamim da Rosa,26,8,IP,0,Empregado,26851.069788349425,9112.709451521556,0,0,5,23965.067125661317,IMOBILIARIO,8,1
202301,345444509,Srta. Giovanna Pimenta,31,13,IP,1,Empregado,,,0,0,2,16995.078660781117,IMOBILIARIO,114,1
202305,405811598,Enzo Gabriel Araújo,69,51,IA,0,Empregado,2564.9434275867598,341.1210713298401,0,0,2,13500.046124136708,"CARTAO, IMOBILIARIO, VEICULO",98,1
202304,788295565,Olívia Porto,28,10,IA,0,Empregado,8058.661883813161,1586.2880383303996,0,1,3,22191.53075967736,"CARTAO, IMOBILIARIO, VEICULO",29,0
202305,510052356,Maria Clara Pinto,19,1,IU,0,Desempregado,0.0,268.8832278408864,0,0,4,9715.268309245235,"CARTAO, VEICULO",51,0
202305,784021486,Nina Machado,70,52,IP,0,Autônomo,9333.540109548758,28960.83907285653,1,0,1,31241.33440445487,"VEICULO, CARTAO",107,0
202303,540943574,Daniela da Rosa,51,33,IA,0,Empregado,3429.480518711517,1117.4119825760172,0,1,3,17947.925048789966,CARTAO,30,0
202305,371819915,Catarina Pereira,69,51,IA,0,Empregado,2633.526872910213,508.310435826424,1,0,5,15029.709833768373,"CARTAO, VEICULO, IMOBILIARIO",72,0
202305,125266900,Sr. Joaquim Leão,29,11,IU,1,Autônomo,5793.784960865052,3496.6757183124687,0,0,3,30192.694748525173,"CARTAO, IMOBILIARIO",77,0
202306,941907203,Sra. Ester Teixeira,34,16,IA,0,Empregado,4803.456174366735,1313.0616227839057,0,1,3,39613.13460857943,"VEICULO, CARTAO",58,0
202306,635554950,Lívia Barbosa,50,32,IP,0,Desempregado,0.0,192.4458372134852,0,1,1,49023.51938267723,"IMOBILIARIO, VEICULO, CARTAO",25,0
202305,381925338,Maria Clara da Mata,47,29,IA,0,Empregado,4475.674683742905,678.0055087280216,0,1,1,36716.20096752828,VEICULO,20,0
202304,674317843,Srta. Ana Sophia Vargas,68,50,IP,0,Autônomo,29652.075168709263,28707.339577430568,0,0,3,19835.42918358392,"IMOBILIARIO, VEICULO, CARTAO",37,1
202302,242431913,Dr. Theo Novaes,18,0,IU,0,Autônomo,10544.690949377367,7999.917701168815,1,0,3,20541.820659751946,"CARTAO, IMOBILIARIO",15,0
202305,405426333,Pedro Henrique Rocha,18,0,IU,0,Empregado,18281.10909196052,5372.258667720824,0,0,1,47171.70456024374,CARTAO,56,0
202301,924528855,Ágatha Almeida,30,12,IA,0,Autônomo,16106.072667403658,15767.430152188008,0,0,1,25042.031124521443,CARTAO,103,0
202303,830199142,Maria Luiza Campos,64,46,IA,0,Empregado,5370.567034691649,1998.8614031759128,0,0,1,46294.92885545474,"CARTAO, IMOBILIARIO",112,0
202302,489314240,Amanda Duarte,39,21,IU,0,Empregado,,,1,0,2,20662.942920504946,"CARTAO, VEICULO",61,1
202301,732426496,Dr. Leandro Nunes,36,18,IA,0,Autônomo,25520.5585242527,28505.754271591035,0,0,2,48019.6307570678,"VEICULO, CARTAO",2,0
202301,972947639,Luiz Miguel Nunes,41,23,IU,1,Empregado,13356.745771365666,5055.807612835716,0,0,1,13232.485527306302,"IMOBILIARIO, CARTAO",106,1
202306,944952083,Ana Carolina Andrade,38,20,IU,0,Empregado,,,0,1,3,30427.49254826973,IMOBILIARIO,86,1
202301,433277996,Julia da Rosa,31,13,IP,0,Empregado,29411.78288194437,10613.319998368024,0,0,5,5489.772691631643,"IMOBILIARIO, CARTAO",62,1
202303,883569564,Ana Lívia Martins,48,30,IU,0,Autônomo,19715.24254547218,23350.13886103653,0,0,2,10326.352105138374,"VEICULO, CARTAO, IMOBILIARIO",103,1
202305,313736772,Isabela Montenegro,32,14,IA,0,Empregado,5100.041605520771,1526.3413045730656,0,0,1,45215.423393453326,"IMOBILIARIO, CARTAO",111,0
202302,606901698,Gabriel Fogaça,28,10,IA,0,Empregado,8420.217211452149,1912.0641771346543,0,0,1,8551.179393167062,"VEICULO, IMOBILIARIO",54,0
202301,340450094,Ana Cecília Siqueira,49,31,IA,1,Empregado,3468.242254469842,1371.9481927103843,0,0,5,11152.42977821907,"VEICULO, CARTAO, IMOBILIARIO",71,0
202303,512230991,Diego Lima,21,3,IA,0,Empregado,8977.150201260509,961.4340562693544,0,0,1,40970.0689268202,"CARTAO, IMOBILIARIO",19,0
202306,175710656,Nicolas Barbosa,33,15,IA,0,Desempregado,0.0,238.9706699737464,0,0,1,12812.51228147152,CARTAO,94,0
202302,651868208,Olivia Cavalcanti,44,26,IP,0,Desempregado,,295.41002158185523,1,0,5,19553.943499837304,"IMOBILIARIO, VEICULO, CARTAO",64,0
202303,205193358,Otto Costa,32,15,IA,0,Empregado,5091.556699806368,1900.606908257276,0,0,1,49240.33200342375,"VEICULO, CARTAO, IMOBILIARIO",107,0
202305,403819555,Pedro Henrique Mendes,65,47,IA,0,Empregado,8659.970234789751,2816.063102358097,0,0,3,11343.609303962658,"CARTAO, IMOBILIARIO, VEICULO",8,1
202302,535798974,Lara Macedo,51,33,IA,1,Empregado,4605.702261641906,1582.3779466198346,0,0,2,40611.00763037928,CARTAO,48,0
202301,155272091,Jade Fonseca,46,28,IU,0,Desempregado,0.0,447.2624103950428,0,0,3,30876.150298042496,"IMOBILIARIO, VEICULO, CARTAO",3,1
202301,397933961,Maria Isis Guerra,65,47,IP,0,Empregado,27409.14936478934,3817.716988821797,1,0,4,30086.45069830469,"IMOBILIARIO, VEICULO",48,0
202306,792721605,Theo Melo,29,11,IA,1,Desempregado,0.0,415.7518295634807,0,0,1,44649.42089157061,"VEICULO, CARTAO, IMOBILIARIO",10,0
202303,217941910,Arthur Albuquerque,43,25,IP,0,Empregado,23961.047290121965,4799.991870582993,0,0,3,36616.63893305276,"VEICULO, IMOBILIARIO",59,1
202302,366791856,Agatha Gomes,25,7,IA,0,Empregado,5304.720545574195,1568.5887409153474,0,0,4,7665.895197817461,"IMOBILIARIO, CARTAO, VEICULO",31,0
202306,162310716,Noah Azevedo,25,7,IP,0,Desempregado,,963.8855360968944,1,0,4,25553.1783775334,"VEICULO, IMOBILIARIO",23,0
202302,515730576,Srta. Ana Carolina Vasconcelos,25,7,IA,0,Empregado,4728.87492969302,1700.0073540525848,0,0,3,10265.544350364064,"VEICULO, IMOBILIARIO",81,0
202304,225444347,Asafe Novaes,30,11,IU,0,Empregado,11922.308309906011,2712.2659583881773,0,0,2,13187.228490659165,"CARTAO, VEICULO, IMOBILIARIO",3,1
202304,737659165,Enzo Montenegro,33,15,IA,0,Empregado,3131.3933775532464,619.7787207155174,0,0,2,46582.38139864668,"VEICULO, IMOBILIARIO",86,1
202305,624121403,Sr. Benício Sá,48,30,IP,0,Empregado,27256.639041942937,7873.330871972772,0,0,4,49233.50737083348,"CARTAO, VEICULO, IMOBILIARIO",102,1
202301,867551437,Alícia Carvalho,66,48,IP,0,Empregado,23133.246131431155,8151.094683833386,0,0,3,9600.470446510468,"VEICULO, IMOBILIARIO, CARTAO",120,0
202301,467172954,Dante Ramos,53,35,IA,0,Empregado,4703.009025882198,876.0796327734655,0,0,3,45284.50194646192,CARTAO,27,0
202306,905446415,Srta. Ana Vitória Vieira,66,48,IA,1,Autônomo,21416.93746945252,3892.329857586453,0,0,1,18806.594276855933,"VEICULO, CARTAO, IMOBILIARIO",18,0
202305,630824004,Maria Laura Abreu,42,24,IA,1,Empregado,9411.333064357194,3320.421769110637,0,0,3,28486.501596544684,"CARTAO, VEICULO",2,1
202306,731771656,Ana Laura Moraes,24,6,IA,0,Empregado,8985.770754498151,1730.5320327517816,0,0,4,4643.760139373531,"CARTAO, IMOBILIARIO, VEICULO",53,1
202302,587020605,Mariana Pimenta,59,41,IU,0,Empregado,13461.300220800573,2915.583168745759,0,0,2,18492.25018159396,VEICULO,52,0
202303,594877187,Dr. Henrique Costela,39,21,IA,0,Desempregado,0.0,210.04548396983603,0,0,4,39680.133926026894,"IMOBILIARIO, VEICULO",40,0
202305,742078459,Thiago Gomes,48,30,IA,0,Autônomo,19513.225252217144,3112.183975025704,0,1,5,34316.965193311466,"CARTAO, VEICULO",110,0
202301,261099105,Lucas Pastor,44,27,IU,0,Empregado,,,1,0,4,20081.117645836883,"VEICULO, IMOBILIARIO",81,1
202305,675402650,Julia Souza,49,31,IU,0,Empregado,18838.978984680656,7256.431824429408,0,0,1,9433.058903611036,VEICULO,85,0
202305,702811853,Josué Machado,24,6,IA,0,Empregado,9072.98354179498,2277.332328992796,0,0,2,4582.635009609561,IMOBILIARIO,79,0
202304,703002791,Julia Garcia,24,6,IA,1,Empregado,2088.633127846276,692.9040781803184,0,0,3,36445.47128509028,"CARTAO, VEICULO, IMOBILIARIO",104,0
202306,729682105,Carlos Eduardo Silveira,56,38,IU,1,Empregado,12222.75757040478,3917.2158774315462,0,0,5,19427.243583641324,CARTAO,112,0
202301,869871599,Dom Vasconcelos,33,14,IA,0,Autônomo,20065.04498862333,11723.468100199094,1,1,3,48446.22421911072,CARTAO,105,0
202303,941933426,Isis Silva,59,41,IU,0,Empregado,11194.068023336613,2675.6832025579847,1,0,5,33148.45308795937,"IMOBILIARIO, CARTAO, VEICULO",77,0
202301,509456290,Vitor Novais,25,7,IA,0,Autônomo,2434.916926619719,9357.56499106213,1,1,4,46037.80892840892,"CARTAO, IMOBILIARIO",11,0
202304,447140289,Gabrielly Nascimento,30,12,IA,0,Empregado,6368.8625165891535,1634.1386724488198,0,0,3,43240.21442751731,"IMOBILIARIO, VEICULO",30,0
202302,246560415,Pietra Silveira,61,43,IA,0,Empregado,2868.419447450089,988.532988950464,0,0,4,14782.608470971094,"VEICULO, CARTAO, IMOBILIARIO",77,0
202305,789897190,Theodoro Cirino,31,13,IP,0,Empregado,22071.8233847033,5419.715826984313,0,0,2,43618.91451176231,"IMOBILIARIO, VEICULO, CARTAO",69,1
202302,698216060,Maria Sophia Peixoto,69,51,IA,0,Empregado,6613.5284301413885,1518.531756043945,0,1,4,35712.96507701253,CARTAO,25,0
202306,379092220,José Ferreira,30,12,IU,0,Empregado,15173.2447791167,5008.237513423416,0,1,4,27679.167224520857,CARTAO,116,0
202306,481735764,Gustavo Henrique Martins,25,7,IA,0,Empregado,3182.4557257526544,748.301084204317,0,0,2,19502.4268243054,"CARTAO, IMOBILIARIO",25,1
202305,292998003,Otávio Campos,55,37,IA,0,Empregado,5224.034148634403,688.9391166088701,0,0,1,17220.18150738549,"VEICULO, IMOBILIARIO, CARTAO",97,1
202301,155910620,João Gabriel Fonseca,62,44,IA,0,Empregado,9793.414050326037,2269.137782687133,0,0,1,8908.187937993946,"CARTAO, VEICULO, IMOBILIARIO",58,1
202301,413490815,Emanuelly Pastor,28,10,IU,0,Empregado,15542.36901809918,5927.658248726786,0,0,3,29722.64339039869,"VEICULO, CARTAO",1,1
202305,171703302,Leonardo Alves,27,10,IU,0,Empregado,13191.539508777254,1703.4377511944965,0,1,2,48830.631604142734,CARTAO,3,0
202304,519569086,Beatriz Ribeiro,24,6,IA,0,Empregado,6046.447885357177,1322.9840725282393,0,1,4,7912.301019034163,"IMOBILIARIO, CARTAO, VEICULO",102,0
202301,108480736,Manuela da Mata,64,47,IA,0,Empregado,6244.578525939875,820.1184118629791,1,0,2,39470.46364139473,"VEICULO, CARTAO",24,0
202304,422638422,Thiago Martins,31,13,IA,0,Empregado,7640.361489782173,2143.571739126606,0,0,5,24663.672647169496,VEICULO,50,0
202306,562857982,Sara Teixeira,46,28,IU,0,Empregado,17730.328200326665,5633.879787071544,0,0,3,9640.49737053288,"IMOBILIARIO, VEICULO",95,1
202302,473816375,Sra. Maria Eduarda Rezende,66,48,IA,0,Empregado,3410.3210784201847,842.907684519672,0,0,4,10129.95988876397,"VEICULO, IMOBILIARIO",22,0
202301,867060616,Sra. Mariana Melo,26,8,IU,0,Empregado,19075.0973015224,2227.957187571454,1,0,5,43603.32844769892,"VEICULO, IMOBILIARIO, CARTAO",68,1
202303,327254588,Henrique Guerra,29,11,IU,1,Empregado,19449.55290188997,7046.038916705654,0,1,5,9749.400510510968,CARTAO,42,0
202302,984144189,Marcelo das Neves,61,43,IU,0,Empregado,12746.00015803218,4143.816547977273,0,1,5,44549.189373393616,IMOBILIARIO,38,0
202301,465355266,Asafe Nogueira,34,16,IP,1,Empregado,28418.22075224065,5101.979380857809,1,0,4,47279.7435526232,"IMOBILIARIO, CARTAO, VEICULO",96,1
202306,699563051,Laura Gomes,32,14,IU,0,Autônomo,28802.71961131292,8636.417941719035,0,1,4,28577.117375457023,"IMOBILIARIO, VEICULO, CARTAO",18,0
202305,198643775,Gabriel Sales,32,14,IA,0,Empregado,7465.099387626399,2847.1828702616467,0,0,3,26961.648450283523,"IMOBILIARIO, CARTAO",110,1
202301,315257559,Dra. Ana Liz Lima,59,41,IP,0,Empregado,22611.001328599938,7409.086563850155,0,0,4,28003.39517778133,"CARTAO, IMOBILIARIO, VEICULO",15,0
202301,382973830,Cauã Caldeira,28,10,IA,0,Empregado,9037.796138726528,2591.2218533177256,1,0,4,48454.02012707224,"CARTAO, IMOBILIARIO",24,0
202303,100169419,João Miguel Cavalcanti,64,46,IA,0,Empregado,6826.17383950119,2183.682555905243,0,0,5,27985.70338829005,"IMOBILIARIO, CARTAO",87,0
202306,931953253,Gustavo da Rosa,32,14,IU,0,Desempregado,0.0,607.6501707732332,0,0,1,13862.96038443808,VEICULO,22,0
202306,663137920,Raquel Vasconcelos,30,12,IU,0,Empregado,13578.393060680422,3105.2245784791694,0,0,2,40841.29994215953,IMOBILIARIO,58,0
202304,418831133,Pedro Henrique Fonseca,26,8,IA,0,Desempregado,,908.2694471025694,0,0,4,41785.764068559954,"VEICULO, CARTAO",12,0
202304,262375273,Maya Martins,45,28,IP,0,Empregado,26774.14946326478,6543.37752982657,0,0,5,30802.40317249999,"VEICULO, CARTAO",4,0
202302,463358350,Mirella Moraes,30,12,IU,0,Desempregado,0.0,80.74773828333592,0,0,5,35940.43063980456,"IMOBILIARIO, VEICULO",12,0
202301,170990535,Ana Luiza Ramos,26,8,IU,0,Desempregado,0.0,995.2763563586802,0,0,3,45716.79605276401,"CARTAO, VEICULO",84,0
202303,192649123,Isaque Silva,20,2,IU,0,Empregado,16399.639596712794,3548.151507012878,0,0,5,9153.050165884748,"CARTAO, VEICULO",108,0
202304,270063013,Sr. Vinicius das Neves,30,12,IA,0,Empregado,3362.290481589831,398.2400735194806,0,1,1,26624.825078510792,"CARTAO, IMOBILIARIO, VEICULO",50,1
202305,731294830,Aurora Ferreira,29,11,IA,0,Desempregado,0.0,583.2131942059789,0,0,4,7387.772046327892,"VEICULO, IMOBILIARIO",82,0
202306,416595753,Ryan da Paz,41,23,IA,0,Empregado,7406.663978223484,755.0575114350299,0,0,2,30154.28468862233,"CARTAO, IMOBILIARIO",109,0
202303,273873567,Valentim Souza,23,5,IA,0,Desempregado,,595.0021360854844,1,0,3,41895.80083266574,VEICULO,18,0
202304,341855018,Lavínia Borges,69,51,IA,1,Empregado,3533.2196744597777,1141.6553223538365,0,0,4,4981.446740925565,"IMOBILIARIO, CARTAO, VEICULO",28,0
202301,492693236,Sabrina Martins,37,20,IA,0,Empregado,,,0,1,5,33925.71277598786,"CARTAO, IMOBILIARIO",1,1
202302,360603757,Ana Júlia Viana,68,50,IA,1,Empregado,4041.7561347833102,1238.8320943493525,0,0,4,11313.55595814049,"IMOBILIARIO, VEICULO",110,0
202304,242912785,Juliana Rodrigues,57,39,IP,0,Desempregado,0.0,579.3454089417565,0,1,3,39894.69861835227,"IMOBILIARIO, VEICULO, CARTAO",115,0
202306,865972027,Laura Sales,65,47,IA,0,Empregado,6132.604045718231,1999.826385995444,0,0,4,6655.008701264834,"CARTAO, IMOBILIARIO, VEICULO",62,0
202306,867628618,Isabella da Luz,41,23,IP,0,Empregado,27177.24318606572,5491.735980586671,0,0,2,39577.949427839936,"VEICULO, IMOBILIARIO, CARTAO",34,0
202302,382240827,Dra. Sabrina Gomes,24,6,IA,0,Autônomo,19003.500160807747,1950.931137134237,0,0,3,2600.4632291359585,"IMOBILIARIO, CARTAO, VEICULO",109,0
